iteration,day,south,north,west,east,weight_light,weight_medium,weight_heavy,angle,length,strength,distance
1076,2,1,0,0,0,1,0,0,15,36,7,51.5836303416755
1077,3,1,0,0,0,1,0,0,15,36,7,49.0200655681971
1078,4,1,0,0,0,1,0,0,15,36,7,45.6704983739565
1079,5,1,0,0,0,1,0,0,15,36,7,49.3475682563494
1080,6,1,0,0,0,1,0,0,15,36,7,50.0572733428783
1081,1,1,0,0,0,1,0,0,15,36,8.5,82.0320133209486
1082,2,1,0,0,0,1,0,0,15,36,8.5,82.9107466681337
1083,3,1,0,0,0,1,0,0,15,36,8.5,79.3736535049805
1084,4,1,0,0,0,1,0,0,15,36,8.5,73.7056171010063
1085,5,1,0,0,0,1,0,0,15,36,8.5,78.1424418655488
1086,6,1,0,0,0,1,0,0,15,36,8.5,74.77514686024
1087,1,1,0,0,0,1,0,0,15,36,10,131.060672611556
1088,2,1,0,0,0,1,0,0,15,36,10,134.444965609441
1089,3,1,0,0,0,1,0,0,15,36,10,134.10589468586
1090,4,1,0,0,0,1,0,0,15,36,10,136.925841364281
1091,5,1,0,0,0,1,0,0,15,36,10,132.425124471002
1092,6,1,0,0,0,1,0,0,15,36,10,130.171674710356
1093,1,1,0,0,0,1,0,0,15,38,1,14.3487573582572
1094,2,1,0,0,0,1,0,0,15,38,1,13.6718583964208
1095,3,1,0,0,0,1,0,0,15,38,1,12.3323581266408
1096,4,1,0,0,0,1,0,0,15,38,1,12.8588188765815
1097,5,1,0,0,0,1,0,0,15,38,1,13.3613627835075
1098,6,1,0,0,0,1,0,0,15,38,1,12.5893639764994
1099,1,1,0,0,0,1,0,0,15,38,2.5,17.0087451860304
1100,2,1,0,0,0,1,0,0,15,38,2.5,16.9847994805423
1101,3,1,0,0,0,1,0,0,15,38,2.5,14.3580224965885
1102,4,1,0,0,0,1,0,0,15,38,2.5,15.2931581330738
1103,5,1,0,0,0,1,0,0,15,38,2.5,17.8539063568838
1104,6,1,0,0,0,1,0,0,15,38,2.5,15.8790928171504
1105,1,1,0,0,0,1,0,0,15,38,4,19.1098741351689
1106,2,1,0,0,0,1,0,0,15,38,4,21.0808544226936
1107,3,1,0,0,0,1,0,0,15,38,4,20.6599448533652
1108,4,1,0,0,0,1,0,0,15,38,4,20.3198761102663
1109,5,1,0,0,0,1,0,0,15,38,4,21.6314900240562
1110,6,1,0,0,0,1,0,0,15,38,4,22.2945633642847
1111,1,1,0,0,0,1,0,0,15,38,5.5,32.9545197692772
1112,2,1,0,0,0,1,0,0,15,38,5.5,36.0704782289802
1113,3,1,0,0,0,1,0,0,15,38,5.5,32.9534454059154
1114,4,1,0,0,0,1,0,0,15,38,5.5,33.5451004645939
1115,5,1,0,0,0,1,0,0,15,38,5.5,32.0775553931717
1116,6,1,0,0,0,1,0,0,15,38,5.5,32.5189782258388
1117,1,1,0,0,0,1,0,0,15,38,7,52.8761623992941
1118,2,1,0,0,0,1,0,0,15,38,7,57.3236928663437
1119,3,1,0,0,0,1,0,0,15,38,7,54.9649720456154
1120,4,1,0,0,0,1,0,0,15,38,7,55.9317963578687
1121,5,1,0,0,0,1,0,0,15,38,7,55.2064390569443
1122,6,1,0,0,0,1,0,0,15,38,7,55.6837451768293
1123,1,1,0,0,0,1,0,0,15,38,8.5,90.2707186838343
1124,2,1,0,0,0,1,0,0,15,38,8.5,91.4802219540396
1125,3,1,0,0,0,1,0,0,15,38,8.5,89.7442218503221
1126,4,1,0,0,0,1,0,0,15,38,8.5,87.9280354450017
1127,5,1,0,0,0,1,0,0,15,38,8.5,90.6598406392073
1128,6,1,0,0,0,1,0,0,15,38,8.5,87.1801003184795
1129,1,1,0,0,0,1,0,0,15,38,10,141.718144206045
1130,2,1,0,0,0,1,0,0,15,38,10,142.406065857652
1131,3,1,0,0,0,1,0,0,15,38,10,139.811729998227
1132,4,1,0,0,0,1,0,0,15,38,10,143.220857631376
1133,5,1,0,0,0,1,0,0,15,38,10,148.367209098787
1134,6,1,0,0,0,1,0,0,15,38,10,140.439928630649
1135,1,1,0,0,0,1,0,0,15,40,1,13.378444493259
1136,2,1,0,0,0,1,0,0,15,40,1,16.2662606638271
1137,3,1,0,0,0,1,0,0,15,40,1,12.9490907063581
1138,4,1,0,0,0,1,0,0,15,40,1,12.2419861257877
1139,5,1,0,0,0,1,0,0,15,40,1,12.2909964345208
1140,6,1,0,0,0,1,0,0,15,40,1,13.8098905176078
1141,1,1,0,0,0,1,0,0,15,40,2.5,16.4574018509662
1142,2,1,0,0,0,1,0,0,15,40,2.5,18.0189852251318
1143,3,1,0,0,0,1,0,0,15,40,2.5,14.1981971404479
1144,4,1,0,0,0,1,0,0,15,40,2.5,14.3868002601128
1145,5,1,0,0,0,1,0,0,15,40,2.5,17.1751527332511
1146,6,1,0,0,0,1,0,0,15,40,2.5,13.9801198581656
1147,1,1,0,0,0,1,0,0,15,40,4,22.1747760717313
1148,2,1,0,0,0,1,0,0,15,40,4,23.4106612447537
1149,3,1,0,0,0,1,0,0,15,40,4,20.6675069395121
1150,4,1,0,0,0,1,0,0,15,40,4,21.5172666623147
1151,5,1,0,0,0,1,0,0,15,40,4,23.3633972981337
1152,6,1,0,0,0,1,0,0,15,40,4,23.2428332639188
1153,1,1,0,0,0,1,0,0,15,40,5.5,36.4809079169987
1154,2,1,0,0,0,1,0,0,15,40,5.5,39.9656974167358
1155,3,1,0,0,0,1,0,0,15,40,5.5,37.9565505527766
1156,4,1,0,0,0,1,0,0,15,40,5.5,35.6552899627575
1157,5,1,0,0,0,1,0,0,15,40,5.5,37.9925966286265
1158,6,1,0,0,0,1,0,0,15,40,5.5,38.2161268119656
1159,1,1,0,0,0,1,0,0,15,40,7,60.9336649041118
1160,2,1,0,0,0,1,0,0,15,40,7,60.2730729491766
1161,3,1,0,0,0,1,0,0,15,40,7,59.1629919260699
1162,4,1,0,0,0,1,0,0,15,40,7,60.3413124959565
1163,5,1,0,0,0,1,0,0,15,40,7,61.0638651110474
1164,6,1,0,0,0,1,0,0,15,40,7,60.6557604068088
1165,1,1,0,0,0,1,0,0,15,40,8.5,95.6136953027052
1166,2,1,0,0,0,1,0,0,15,40,8.5,103.440707564432
1167,3,1,0,0,0,1,0,0,15,40,8.5,100.044118514236
1168,4,1,0,0,0,1,0,0,15,40,8.5,98.580899121209
1169,5,1,0,0,0,1,0,0,15,40,8.5,98.994767404264
1170,6,1,0,0,0,1,0,0,15,40,8.5,98.3351667220718
1171,1,1,0,0,0,1,0,0,15,40,10,160.682770198878
1172,2,1,0,0,0,1,0,0,15,40,10,153.303088106283
1173,3,1,0,0,0,1,0,0,15,40,10,159.066462920607
1174,4,1,0,0,0,1,0,0,15,40,10,158.615720959286
1175,5,1,0,0,0,1,0,0,15,40,10,60.7096409243213
1176,6,1,0,0,0,1,0,0,15,40,10,153.549485049525
1177,1,1,0,0,0,1,0,0,15,42,1,15.953988149739
1178,2,1,0,0,0,1,0,0,15,42,1,11.912319571853
1179,3,1,0,0,0,1,0,0,15,42,1,15.9191458366443
1180,4,1,0,0,0,1,0,0,15,42,1,13.3994834922368
1181,5,1,0,0,0,1,0,0,15,42,1,2.60201018303633
1182,6,1,0,0,0,1,0,0,15,42,1,13.0636274708745
1183,1,1,0,0,0,1,0,0,15,42,2.5,17.2602304398571
1184,2,1,0,0,0,1,0,0,15,42,2.5,17.2758270950245
1185,3,1,0,0,0,1,0,0,15,42,2.5,15.6503738970026
1186,4,1,0,0,0,1,0,0,15,42,2.5,15.3700944767226
1187,5,1,0,0,0,1,0,0,15,42,2.5,18.2011607440094
1188,6,1,0,0,0,1,0,0,15,42,2.5,17.5791990337243
1189,1,1,0,0,0,1,0,0,15,42,4,27.7690769479124
1190,2,1,0,0,0,1,0,0,15,42,4,25.5163689045275
1191,3,1,0,0,0,1,0,0,15,42,4,24.7344288306859
1192,4,1,0,0,0,1,0,0,15,42,4,25.0410577847812
1193,5,1,0,0,0,1,0,0,15,42,4,25.7479232499866
1194,6,1,0,0,0,1,0,0,15,42,4,24.1845556443528
1195,1,1,0,0,0,1,0,0,15,42,5.5,41.5564482657799
1196,2,1,0,0,0,1,0,0,15,42,5.5,39.4258808772789
1197,3,1,0,0,0,1,0,0,15,42,5.5,39.8579331861482
1198,4,1,0,0,0,1,0,0,15,42,5.5,41.8922316170446
1199,5,1,0,0,0,1,0,0,15,42,5.5,41.2101506565951
1200,6,1,0,0,0,1,0,0,15,42,5.5,40.0641620477896
1201,1,1,0,0,0,1,0,0,15,42,7,65.9439354624036
1202,2,1,0,0,0,1,0,0,15,42,7,65.5411501231545
1203,3,1,0,0,0,1,0,0,15,42,7,63.2603305627096
1204,4,1,0,0,0,1,0,0,15,42,7,74.344229582063
1205,5,1,0,0,0,1,0,0,15,42,7,66.2495540603209
1206,6,1,0,0,0,1,0,0,15,42,7,64.642409405513
1207,1,1,0,0,0,1,0,0,15,42,8.5,104.954255877893
1208,2,1,0,0,0,1,0,0,15,42,8.5,113.852346549797
1209,3,1,0,0,0,1,0,0,15,42,8.5,106.040971114626
1210,4,1,0,0,0,1,0,0,15,42,8.5,102.52107302166
1211,5,1,0,0,0,1,0,0,15,42,8.5,113.259144418122
1212,6,1,0,0,0,1,0,0,15,42,8.5,106.319334788278
1213,1,1,0,0,0,1,0,0,15,42,10,172.069721468424
1214,2,1,0,0,0,1,0,0,15,42,10,178.404489573634
1215,3,1,0,0,0,1,0,0,15,42,10,166.228653806469
1216,4,1,0,0,0,1,0,0,15,42,10,174.615636329169
1217,5,1,0,0,0,1,0,0,15,42,10,166.764202225835
1218,6,1,0,0,0,1,0,0,15,42,10,169.239495183079
1219,1,1,0,0,0,1,0,0,15,44,1,15.3974939471183
1220,2,1,0,0,0,1,0,0,15,44,1,13.3257198263088
1221,3,1,0,0,0,1,0,0,15,44,1,15.5280839752809
1222,4,1,0,0,0,1,0,0,15,44,1,15.916706355779
1223,5,1,0,0,0,1,0,0,15,44,1,15.5105915474334
1224,6,1,0,0,0,1,0,0,15,44,1,14.5944189804976
1225,1,1,0,0,0,1,0,0,15,44,2.5,16.1785620257721
1226,2,1,0,0,0,1,0,0,15,44,2.5,19.3769222786305
1227,3,1,0,0,0,1,0,0,15,44,2.5,19.6335068857494
1228,4,1,0,0,0,1,0,0,15,44,2.5,16.124501350509
1229,5,1,0,0,0,1,0,0,15,44,2.5,16.6226784370117
1230,6,1,0,0,0,1,0,0,15,44,2.5,18.2323543544769
1231,1,1,0,0,0,1,0,0,15,44,4,25.7772903870299
1232,2,1,0,0,0,1,0,0,15,44,4,27.1103598196079
1233,3,1,0,0,0,1,0,0,15,44,4,28.2334131144396
1234,4,1,0,0,0,1,0,0,15,44,4,26.1944674898134
1235,5,1,0,0,0,1,0,0,15,44,4,27.2886516740536
1236,6,1,0,0,0,1,0,0,15,44,4,26.4534114107178
1237,1,1,0,0,0,1,0,0,15,44,5.5,45.7372941363825
1238,2,1,0,0,0,1,0,0,15,44,5.5,43.3572668323779
1239,3,1,0,0,0,1,0,0,15,44,5.5,42.6990419866958
1240,4,1,0,0,0,1,0,0,15,44,5.5,46.3101686728731
1241,5,1,0,0,0,1,0,0,15,44,5.5,44.3472094979829
1242,6,1,0,0,0,1,0,0,15,44,5.5,42.5809385644248
1243,1,1,0,0,0,1,0,0,15,44,7,70.1450958836573
1244,2,1,0,0,0,1,0,0,15,44,7,75.0767832040946
1245,3,1,0,0,0,1,0,0,15,44,7,72.8212313118748
1246,4,1,0,0,0,1,0,0,15,44,7,73.17076767943
1247,5,1,0,0,0,1,0,0,15,44,7,71.8386176589526
1248,6,1,0,0,0,1,0,0,15,44,7,71.3309419685412
1249,1,1,0,0,0,1,0,0,15,44,8.5,119.258870883931
1250,2,1,0,0,0,1,0,0,15,44,8.5,114.303832690131
1251,3,1,0,0,0,1,0,0,15,44,8.5,117.299202472383
1252,4,1,0,0,0,1,0,0,15,44,8.5,119.700100503195
1253,5,1,0,0,0,1,0,0,15,44,8.5,118.64159878238
1254,6,1,0,0,0,1,0,0,15,44,8.5,117.487453372029
1255,1,1,0,0,0,1,0,0,15,44,10,178.278854309772
1256,2,1,0,0,0,1,0,0,15,44,10,191.150753091594
1257,3,1,0,0,0,1,0,0,15,44,10,185.587236132283
1258,4,1,0,0,0,1,0,0,15,44,10,180.306287424107
1259,5,1,0,0,0,1,0,0,15,44,10,182.279278623149
1260,6,1,0,0,0,1,0,0,15,44,10,185.341340067189
1261,1,1,0,0,0,1,0,0,15,46,1,15.6335300425959
1262,2,1,0,0,0,1,0,0,15,46,1,16.2636885620476
1263,3,1,0,0,0,1,0,0,15,46,1,12.9796811437589
1264,4,1,0,0,0,1,0,0,15,46,1,16.2248870217227
1265,5,1,0,0,0,1,0,0,15,46,1,14.9989728751503
1266,6,1,0,0,0,1,0,0,15,46,1,14.610342892445
1267,1,1,0,0,0,1,0,0,15,46,2.5,18.6412016613271
1268,2,1,0,0,0,1,0,0,15,46,2.5,19.8305961973073
1269,3,1,0,0,0,1,0,0,15,46,2.5,20.6671186633876
1270,4,1,0,0,0,1,0,0,15,46,2.5,18.9280596369151
1271,5,1,0,0,0,1,0,0,15,46,2.5,19.1970822380521
1272,6,1,0,0,0,1,0,0,15,46,2.5,18.7512080871013
1273,1,1,0,0,0,1,0,0,15,46,4,27.1768758641281
1274,2,1,0,0,0,1,0,0,15,46,4,29.574138627132
1275,3,1,0,0,0,1,0,0,15,46,4,26.3947265557129
1276,4,1,0,0,0,1,0,0,15,46,4,27.6163677098947
1277,5,1,0,0,0,1,0,0,15,46,4,28.7094234578638
1278,6,1,0,0,0,1,0,0,15,46,4,31.3306165871402
1279,1,1,0,0,0,1,0,0,15,46,5.5,48.5946777770765
1280,2,1,0,0,0,1,0,0,15,46,5.5,47.7467199369003
1281,3,1,0,0,0,1,0,0,15,46,5.5,44.6938552997139
1282,4,1,0,0,0,1,0,0,15,46,5.5,46.5718440665849
1283,5,1,0,0,0,1,0,0,15,46,5.5,50.5883154727684
1284,6,1,0,0,0,1,0,0,15,46,5.5,48.5066369916506
1285,1,1,0,0,0,1,0,0,15,46,7,76.6463131242345
1286,2,1,0,0,0,1,0,0,15,46,7,80.3815417092284
1287,3,1,0,0,0,1,0,0,15,46,7,82.7962256748098
1288,4,1,0,0,0,1,0,0,15,46,7,72.8991504889194
1289,5,1,0,0,0,1,0,0,15,46,7,81.2714965548838
1290,6,1,0,0,0,1,0,0,15,46,7,80.3700486845826
1291,1,1,0,0,0,1,0,0,15,46,8.5,124.877692977829
1292,2,1,0,0,0,1,0,0,15,46,8.5,129.334633385251
1293,3,1,0,0,0,1,0,0,15,46,8.5,124.86288870158
1294,4,1,0,0,0,1,0,0,15,46,8.5,116.864765773757
1295,5,1,0,0,0,1,0,0,15,46,8.5,126.290959197987
1296,6,1,0,0,0,1,0,0,15,46,8.5,131.085375286088
1297,1,1,0,0,0,1,0,0,15,46,10,198.880076190864
1298,2,1,0,0,0,1,0,0,15,46,10,197.496457412712
1299,3,1,0,0,0,1,0,0,15,46,10,204.941408151164
1300,4,1,0,0,0,1,0,0,15,46,10,194.670827146311
1301,5,1,0,0,0,1,0,0,15,46,10,201.331502621723
1302,6,1,0,0,0,1,0,0,15,46,10,193.705493501416
1303,1,1,0,0,0,1,0,0,15,48,1,16.0342786368549
1304,2,1,0,0,0,1,0,0,15,48,1,13.5613264049076
1305,3,1,0,0,0,1,0,0,15,48,1,13.9281976459965
1306,4,1,0,0,0,1,0,0,15,48,1,16.5180677045855
1307,5,1,0,0,0,1,0,0,15,48,1,12.2478584542091
1308,6,1,0,0,0,1,0,0,15,48,1,15.0364612284737
1309,1,1,0,0,0,1,0,0,15,48,2.5,18.0192875781931
1310,2,1,0,0,0,1,0,0,15,48,2.5,21.7017548709119
1311,3,1,0,0,0,1,0,0,15,48,2.5,18.1078727746225
1312,4,1,0,0,0,1,0,0,15,48,2.5,20.1455071172355
1313,5,1,0,0,0,1,0,0,15,48,2.5,17.7831854551758
1314,6,1,0,0,0,1,0,0,15,48,2.5,19.0236293322002
1315,1,1,0,0,0,1,0,0,15,48,4,31.5512326403768
1316,2,1,0,0,0,1,0,0,15,48,4,30.8239789843144
1317,3,1,0,0,0,1,0,0,15,48,4,29.1320555685828
1318,4,1,0,0,0,1,0,0,15,48,4,28.53216027
1319,5,1,0,0,0,1,0,0,15,48,4,30.8493865210988
1320,6,1,0,0,0,1,0,0,15,48,4,30.7164017355148
1321,1,1,0,0,0,1,0,0,15,48,5.5,48.8912554131889
1322,2,1,0,0,0,1,0,0,15,48,5.5,50.6393168525626
1323,3,1,0,0,0,1,0,0,15,48,5.5,51.9779470393847
1324,4,1,0,0,0,1,0,0,15,48,5.5,14.7783157181172
1325,5,1,0,0,0,1,0,0,15,48,5.5,50.9419761096523
1326,6,1,0,0,0,1,0,0,15,48,5.5,50.828808743451
1327,1,1,0,0,0,1,0,0,15,48,7,0.0325425004120916
1328,2,1,0,0,0,1,0,0,15,48,7,81.0321198966249
1329,3,1,0,0,0,1,0,0,15,48,7,82.1889809414399
1330,4,1,0,0,0,1,0,0,15,48,7,87.0385617450907
1331,5,1,0,0,0,1,0,0,15,48,7,82.823895767159
1332,6,1,0,0,0,1,0,0,15,48,7,85.0759261396042
1333,1,1,0,0,0,1,0,0,15,48,8.5,135.297584340456
1334,2,1,0,0,0,1,0,0,15,48,8.5,138.859274890407
1335,3,1,0,0,0,1,0,0,15,48,8.5,129.225043897933
1336,4,1,0,0,0,1,0,0,15,48,8.5,131.653876445681
1337,5,1,0,0,0,1,0,0,15,48,8.5,137.542465793868
1338,6,1,0,0,0,1,0,0,15,48,8.5,134.340049530759
1339,1,1,0,0,0,1,0,0,15,48,10,209.086927552059
1340,2,1,0,0,0,1,0,0,15,48,10,221.668091859104
1341,3,1,0,0,0,1,0,0,15,48,10,211.298975481391
1342,4,1,0,0,0,1,0,0,15,48,10,202.708779024655
1343,5,1,0,0,0,1,0,0,15,48,10,216.713324663395
1344,6,1,0,0,0,1,0,0,15,48,10,213.504105544707
1345,1,1,0,0,0,1,0,0,20,34,1,15.7163923306369
1346,2,1,0,0,0,1,0,0,20,34,1,19.4351683243799
1347,3,1,0,0,0,1,0,0,20,34,1,17.6843624179508
1348,4,1,0,0,0,1,0,0,20,34,1,17.4338421450122
1349,5,1,0,0,0,1,0,0,20,34,1,17.4880128516304
1350,6,1,0,0,0,1,0,0,20,34,1,16.8771056864485
1351,1,1,0,0,0,1,0,0,20,34,2.5,21.7779188760388
1352,2,1,0,0,0,1,0,0,20,34,2.5,4.54865019884892
1353,3,1,0,0,0,1,0,0,20,34,2.5,18.7819178928555
1354,4,1,0,0,0,1,0,0,20,34,2.5,16.5430360807618
1355,5,1,0,0,0,1,0,0,20,34,2.5,21.649482589135
1356,6,1,0,0,0,1,0,0,20,34,2.5,19.0198073997598
1357,1,1,0,0,0,1,0,0,20,34,4,26.6113418307748
1358,2,1,0,0,0,1,0,0,20,34,4,23.6484172602947
1359,3,1,0,0,0,1,0,0,20,34,4,25.035644766408
1360,4,1,0,0,0,1,0,0,20,34,4,21.7798345497028
1361,5,1,0,0,0,1,0,0,20,34,4,24.0534107906741
1362,6,1,0,0,0,1,0,0,20,34,4,25.1780517204353
1363,1,1,0,0,0,1,0,0,20,34,5.5,32.1096372027683
1364,2,1,0,0,0,1,0,0,20,34,5.5,35.756704295815
1365,3,1,0,0,0,1,0,0,20,34,5.5,3.76249378983975
1366,4,1,0,0,0,1,0,0,20,34,5.5,32.9622008630625
1367,5,1,0,0,0,1,0,0,20,34,5.5,34.4785243553828
1368,6,1,0,0,0,1,0,0,20,34,5.5,34.4128556938887
1369,1,1,0,0,0,1,0,0,20,34,7,50.562758296225
1370,2,1,0,0,0,1,0,0,20,34,7,47.0699518142079
1371,3,1,0,0,0,1,0,0,20,34,7,49.8588435547666
1372,4,1,0,0,0,1,0,0,20,34,7,50.2056021911549
1373,5,1,0,0,0,1,0,0,20,34,7,50.1056728276604
1374,6,1,0,0,0,1,0,0,20,34,7,51.6238210327909
1375,1,1,0,0,0,1,0,0,20,34,8.5,82.2830817788987
1376,2,1,0,0,0,1,0,0,20,34,8.5,76.4702383532362
1377,3,1,0,0,0,1,0,0,20,34,8.5,78.472238395852
1378,4,1,0,0,0,1,0,0,20,34,8.5,79.2135456470278
1379,5,1,0,0,0,1,0,0,20,34,8.5,79.6092288778442
1380,6,1,0,0,0,1,0,0,20,34,8.5,80.2233631733767
1381,1,1,0,0,0,1,0,0,20,34,10,125.027781798769
1382,2,1,0,0,0,1,0,0,20,34,10,128.949578461041
1383,3,1,0,0,0,1,0,0,20,34,10,128.360388512181
1384,4,1,0,0,0,1,0,0,20,34,10,126.558831215934
1385,5,1,0,0,0,1,0,0,20,34,10,127.559187051838
1386,6,1,0,0,0,1,0,0,20,34,10,126.274775454487
1387,1,1,0,0,0,1,0,0,20,36,1,17.2160733331714
1388,2,1,0,0,0,1,0,0,20,36,1,19.1253653823626
1389,3,1,0,0,0,1,0,0,20,36,1,18.0959106068854
1390,4,1,0,0,0,1,0,0,20,36,1,17.3020040419513
1391,5,1,0,0,0,1,0,0,20,36,1,18.829220168205
1392,6,1,0,0,0,1,0,0,20,36,1,16.3611387832349
1393,1,1,0,0,0,1,0,0,20,36,2.5,18.839842863118
1394,2,1,0,0,0,1,0,0,20,36,2.5,20.8075549821603
1395,3,1,0,0,0,1,0,0,20,36,2.5,21.0512188020869
1396,4,1,0,0,0,1,0,0,20,36,2.5,18.0012930713431
1397,5,1,0,0,0,1,0,0,20,36,2.5,19.9518737854083
1398,6,1,0,0,0,1,0,0,20,36,2.5,19.7864177763993
1399,1,1,0,0,0,1,0,0,20,36,4,23.8225641734923
1400,2,1,0,0,0,1,0,0,20,36,4,28.0483250097305
1401,3,1,0,0,0,1,0,0,20,36,4,25.0329311157173
1402,4,1,0,0,0,1,0,0,20,36,4,26.3834933455265
1403,5,1,0,0,0,1,0,0,20,36,4,23.8554108687348
1404,6,1,0,0,0,1,0,0,20,36,4,27.1007543421673
1405,1,1,0,0,0,1,0,0,20,36,5.5,36.1749703057897
1406,2,1,0,0,0,1,0,0,20,36,5.5,37.2734264184118
1407,3,1,0,0,0,1,0,0,20,36,5.5,13.5297986082693
1408,4,1,0,0,0,1,0,0,20,36,5.5,35.1594267419365
1409,5,1,0,0,0,1,0,0,20,36,5.5,36.1414903288507
1410,6,1,0,0,0,1,0,0,20,36,5.5,34.9833197996779
1411,1,1,0,0,0,1,0,0,20,36,7,59.6208610748086
1412,2,1,0,0,0,1,0,0,20,36,7,57.1913116468261
1413,3,1,0,0,0,1,0,0,20,36,7,55.1511295936202
1414,4,1,0,0,0,1,0,0,20,36,7,56.6365899278325
1415,5,1,0,0,0,1,0,0,20,36,7,56.3305667945406
1416,6,1,0,0,0,1,0,0,20,36,7,54.6950337500861
1417,1,1,0,0,0,1,0,0,20,36,8.5,91.0618427687005
1418,2,1,0,0,0,1,0,0,20,36,8.5,91.2259428282905
1419,3,1,0,0,0,1,0,0,20,36,8.5,85.0612956418172
1420,4,1,0,0,0,1,0,0,20,36,8.5,84.9803452987482
1421,5,1,0,0,0,1,0,0,20,36,8.5,92.4621039603509
1422,6,1,0,0,0,1,0,0,20,36,8.5,86.9643326371812
1423,1,1,0,0,0,1,0,0,20,36,10,137.523219674946
1424,2,1,0,0,0,1,0,0,20,36,10,141.532677052802
1425,3,1,0,0,0,1,0,0,20,36,10,134.140830338035
1426,4,1,0,0,0,1,0,0,20,36,10,134.946391587186
1427,5,1,0,0,0,1,0,0,20,36,10,137.860113649967
1428,6,1,0,0,0,1,0,0,20,36,10,135.70980038348
1429,1,1,0,0,0,1,0,0,20,38,1,16.3685408220302
1430,2,1,0,0,0,1,0,0,20,38,1,19.0227507097564
1431,3,1,0,0,0,1,0,0,20,38,1,17.0902522338894
1432,4,1,0,0,0,1,0,0,20,38,1,17.8218649079724
1433,5,1,0,0,0,1,0,0,20,38,1,19.0389520807398
1434,6,1,0,0,0,1,0,0,20,38,1,17.5835871671657
1435,1,1,0,0,0,1,0,0,20,38,2.5,21.2301802043744
1436,2,1,0,0,0,1,0,0,20,38,2.5,22.19759326056
1437,3,1,0,0,0,1,0,0,20,38,2.5,19.9276163645306
1438,4,1,0,0,0,1,0,0,20,38,2.5,3.25722741938353
1439,5,1,0,0,0,1,0,0,20,38,2.5,20.5826585434084
1440,6,1,0,0,0,1,0,0,20,38,2.5,19.0707688659522
1441,1,1,0,0,0,1,0,0,20,38,4,27.181914709425
1442,2,1,0,0,0,1,0,0,20,38,4,29.0197082781407
1443,3,1,0,0,0,1,0,0,20,38,4,29.3836957624612
1444,4,1,0,0,0,1,0,0,20,38,4,29.6809391581441
1445,5,1,0,0,0,1,0,0,20,38,4,26.3663096755951
1446,6,1,0,0,0,1,0,0,20,38,4,27.2299826983755
1447,1,1,0,0,0,1,0,0,20,38,5.5,42.3626794278567
1448,2,1,0,0,0,1,0,0,20,38,5.5,41.3643948724351
1449,3,1,0,0,0,1,0,0,20,38,5.5,40.0155054935811
1450,4,1,0,0,0,1,0,0,20,38,5.5,37.9496981216085
1451,5,1,0,0,0,1,0,0,20,38,5.5,43.948235724876
1452,6,1,0,0,0,1,0,0,20,38,5.5,42.0062105935093
1453,1,1,0,0,0,1,0,0,20,38,7,64.6356446772938
1454,2,1,0,0,0,1,0,0,20,38,7,62.2747364086313
1455,3,1,0,0,0,1,0,0,20,38,7,61.5216129424306
1456,4,1,0,0,0,1,0,0,20,38,7,61.1744104821569
1457,5,1,0,0,0,1,0,0,20,38,7,62.0103054513454
1458,6,1,0,0,0,1,0,0,20,38,7,62.6302736153513
1459,1,1,0,0,0,1,0,0,20,38,8.5,97.0846343509308
1460,2,1,0,0,0,1,0,0,20,38,8.5,98.9626849695584
1461,3,1,0,0,0,1,0,0,20,38,8.5,97.1043565476409
1462,4,1,0,0,0,1,0,0,20,38,8.5,105.266995688611
1463,5,1,0,0,0,1,0,0,20,38,8.5,98.3204153904055
1464,6,1,0,0,0,1,0,0,20,38,8.5,93.9667549642433
1465,1,1,0,0,0,1,0,0,20,38,10,154.777734739592
1466,2,1,0,0,0,1,0,0,20,38,10,155.133941688216
1467,3,1,0,0,0,1,0,0,20,38,10,146.140251506226
1468,4,1,0,0,0,1,0,0,20,38,10,155.47331198329
1469,5,1,0,0,0,1,0,0,20,38,10,153.055353325767
1470,6,1,0,0,0,1,0,0,20,38,10,148.049731924364
1471,1,1,0,0,0,1,0,0,20,40,1,18.3530535892206
1472,2,1,0,0,0,1,0,0,20,40,1,18.935168886731
1473,3,1,0,0,0,1,0,0,20,40,1,19.3999212218968
1474,4,1,0,0,0,1,0,0,20,40,1,18.8693727306186
1475,5,1,0,0,0,1,0,0,20,40,1,18.3811418426391
1476,6,1,0,0,0,1,0,0,20,40,1,0.725026006111875
1477,1,1,0,0,0,1,0,0,20,40,2.5,22.12467304148
1478,2,1,0,0,0,1,0,0,20,40,2.5,20.2968186856436
1479,3,1,0,0,0,1,0,0,20,40,2.5,21.1283791187629
1480,4,1,0,0,0,1,0,0,20,40,2.5,22.5652177230172
1481,5,1,0,0,0,1,0,0,20,40,2.5,23.0026226026402
1482,6,1,0,0,0,1,0,0,20,40,2.5,21.9109253266281
1483,1,1,0,0,0,1,0,0,20,40,4,28.3637669225687
1484,2,1,0,0,0,1,0,0,20,40,4,27.8462397386026
1485,3,1,0,0,0,1,0,0,20,40,4,28.0467235948789
1486,4,1,0,0,0,1,0,0,20,40,4,28.5527752255452
1487,5,1,0,0,0,1,0,0,20,40,4,28.1821168523698
1488,6,1,0,0,0,1,0,0,20,40,4,27.0206202344617
1489,1,1,0,0,0,1,0,0,20,40,5.5,45.2319497077762
1490,2,1,0,0,0,1,0,0,20,40,5.5,43.5560325345165
